ëŒäOèÿåîìäéëÅyãèèZé“Ç…ÇÊÇÈéÊìæÅEèàï™Åz,,,,,,,,,,,,,,ëŒì‡èÿåîìäéëÅyîÒãèèZé“Ç…ÇÊÇÈéÊìæÅEèàï™Åz,,,,,,,,,,,è¨åv,çáåv
Portfolio Investment Assets,,,,,,,,,,,,,,Portfolio Investment Liabilities,,,,,,,,,,,Subtotal,Total
,,,äîéÆÅEìäéëÉtÉ@ÉìÉhéùï™,,,íÜÅ@í∑Å@ä˙Å@ç¬,,,è¨åv,íZÅ@Å@ä˙Å@Å@ç¬,,,çáåv,äîéÆÅEìäéëÉtÉ@ÉìÉhéùï™,,,íÜÅ@í∑Å@ä˙Å@ç¬,,,è¨åv,íZÅ@Å@ä˙Å@Å@ç¬,,,çáåv,ÉlÉbÉg,ÉlÉbÉg
,,,Equity and investment fund shares,,,Long-term debt securities,,,Subtotal,Short-term debt securities,,,Total,Equity and investment fund shares,,,Long-term debt securities,,,Subtotal,Short-term debt securities,,,Total,Net,Net
,,,éÊìæ,èàï™,ÉlÉbÉg,éÊìæ,èàï™,ÉlÉbÉg,ÉlÉbÉg,éÊìæ,èàï™,ÉlÉbÉg,ÉlÉbÉg,éÊìæ,èàï™,ÉlÉbÉg,éÊìæ,èàï™,ÉlÉbÉg,ÉlÉbÉg,éÊìæ,èàï™,ÉlÉbÉg,ÉlÉbÉg,ÅiA-B),(C-D)
,,,Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net (A),Acquisition,Disposition,Net,Net (C),Acquisition,Disposition,Net,Acquisition,Disposition,Net,Net (B),Acquisition,Disposition,Net,Net (D),,
,ÇWåé,Aug,"11,660","13,326","-1,666","155,452","133,988","21,463","19,797","8,515","8,127",388,"20,185","137,074","139,526","-2,453","68,248","60,584","7,665","5,212","158,895","144,483","14,412","19,624","14,585",560
,ÇXåé,Sep,"11,208","15,548","-4,340","162,656","139,401","23,255","18,915","7,792","7,472",320,"19,235","139,043","141,199","-2,157","63,018","58,496","4,522","2,365","154,571","147,614","6,957","9,322","16,550","9,913"
,10åé,Oct,"12,566","12,573",-7,"124,292","113,103","11,189","11,183","4,811","4,661",150,"11,332","167,536","164,678","2,858","60,059","53,979","6,081","8,938","138,300","174,045","-35,745","-26,807","2,244","38,139"
,11åé,Nov,"12,420","13,714","-1,294","112,671","97,684","14,987","13,694","3,824","4,583",-759,"12,934","163,007","158,243","4,764","51,395","47,689","3,706","8,470","165,533","130,847","34,686","43,156","5,223","-30,222"
,12åé,Dec,"10,688","15,147","-4,459","104,612","99,593","5,019",560,"3,799","5,256","-1,458",-898,"183,150","168,181","14,969","41,593","53,016","-11,423","3,546","109,618","125,852","-16,235","-12,689","-2,987","11,791"
2013,ÇPåé,Jan,"14,979","24,407","-9,427","136,273","134,840","1,433","-7,995","7,712","8,324",-613,"-8,607","246,431","235,010","11,422","51,831","49,653","2,179","13,600","186,098","163,737","22,361","35,961","-21,595","-44,568"
(ïΩê¨25îN),ÇQåé,Feb,"13,624","25,113","-11,488","107,592","132,505","-24,913","-36,401","5,829","6,533",-705,"-37,106","262,631","253,770","8,861","50,136","51,192","-1,056","7,805","128,194","132,858","-4,664","3,141","-44,206","-40,247"
,ÇRåé,Mar,"17,351","33,465","-16,114","155,966","161,230","-5,264","-21,378","7,767","9,895","-2,129","-23,507","301,636","284,949","16,687","71,501","85,814","-14,313","2,374","156,764","182,070","-25,306","-22,932","-23,752",-575
,ÇSåé,Apr,"18,700","20,258","-1,559","175,190","197,099","-21,909","-23,467","8,636","9,288",-652,"-24,119","419,955","389,149","30,805","96,909","90,679","6,231","37,036","143,070","130,628","12,442","49,478","-60,504","-73,597"
,ÇTåé,May,"20,349","24,084","-3,735","175,588","201,046","-25,458","-29,193","8,562","9,286",-724,"-29,917","469,988","457,541","12,447","75,626","82,314","-6,688","5,759","159,040","143,551","15,489","21,248","-34,953","-51,166"
,ÇUåé,Jun,"14,141","17,918","-3,777","136,031","165,608","-29,578","-33,355","15,601","14,355","1,246","-32,109","373,113","365,466","7,648","67,090","74,653","-7,563",85,"134,178","145,399","-11,221","-11,136","-33,440","-20,973"
,ÇVåé,Jul,"12,849","16,695","-3,846","193,824","159,006","34,818","30,972","16,870","15,755","1,115","32,087","329,229","319,630","9,599","69,964","66,867","3,097","12,696","133,502","157,118","-23,616","-10,920","18,276","43,007"
,ÇWåé,Aug,"21,003","20,783",220,"154,829","154,716",113,333,"8,207","9,325","-1,118",-785,"286,185","288,118","-1,933","65,236","65,639",-404,"-2,337","142,918","131,432","11,486","9,149","2,670","-9,934"
,ÇXåé,Sep,"12,858","15,254","-2,396","179,553","167,738","11,816","9,420","10,064","10,975",-911,"8,509","276,315","268,186","8,129","87,938","98,089","-10,151","-2,022","157,237","170,048","-12,811","-14,833","11,442","23,342"
,10åé,Oct,"14,926","16,665","-1,740","178,932","168,587","10,345","8,606","6,839","6,275",564,"9,170","319,139","312,037","7,102","72,891","66,445","6,446","13,549","160,314","129,595","30,719","44,267","-4,943","-35,097"
,11åé,Nov,"12,861","16,402","-3,541","172,517","146,958","25,559","22,018","4,642","4,991",-349,"21,669","328,500","302,116","26,384","62,307","67,232","-4,925","21,459","151,643","138,839","12,804","34,263",559,"-12,593"
,12åé,Dec,"12,474","18,060","-5,586","133,725","138,716","-4,991","-10,577","6,987","6,713",273,"-10,303","328,897","307,631","21,265","67,248","75,388","-8,140","13,125","142,581","147,793","-5,212","7,913","-23,702","-18,216"
2014,ÇPåé,Jan,"30,176","31,706","-1,530","121,041","150,159","-29,118","-30,648","6,969","5,214","1,755","-28,892","369,565","380,094","-10,529","53,916","53,715",201,"-10,328","202,128","157,710","44,418","34,090","-20,319","-62,982"
(ïΩê¨26îN),ÇQåé,Feb,"27,371","31,475","-4,104","122,733","125,402","-2,669","-6,773","7,508","7,230",278,"-6,495","353,526","356,348","-2,822","53,538","53,126",412,"-2,410","145,012","157,689","-12,676","-15,086","-4,363","8,591"
,ÇRåé,Mar,"33,176","35,821","-2,644","189,992","207,481","-17,489","-20,133","7,737","8,242",-504,"-20,637","337,383","349,720","-12,337","67,866","71,381","-3,516","-15,853","173,135","201,509","-28,375","-44,228","-4,280","23,591"
,ÇSåé,Apr,"38,057","36,029","2,028","184,435","186,445","-2,010",18,"9,269","7,830","1,440","1,458","302,602","299,339","3,263","56,649","50,350","6,299","9,562","173,486","155,227","18,259","27,821","-9,544","-26,363"
,ÇTåé,May,"34,616","32,380","2,236","218,900","201,923","16,977","19,213","6,186","5,402",784,"19,997","294,378","295,629","-1,251","54,089","45,613","8,475","7,225","187,723","167,538","20,185","27,409","11,988","-7,412"
,ÇUåé,Jun,"34,133","32,137","1,995","216,882","196,383","20,499","22,494","7,125","5,759","1,366","23,860","318,987","310,372","8,615","54,071","62,729","-8,658",-43,"165,782","187,644","-21,863","-21,906","22,538","45,766"
,ÇVåé,Jul,"36,184","31,518","4,666","358,547","348,092","10,456","15,122","12,019","11,486",533,"15,654","293,122","286,175","6,947","54,485","43,854","10,631","17,579","179,983","153,253","26,729","44,308","-2,457","-28,653"
,ÇWåé,Aug,"39,469","32,002","7,466","308,213","295,661","12,552","20,018","11,326","9,083","2,243","22,261","290,143","295,543","-5,401","58,199","40,010","18,189","12,788","159,490","164,533","-5,043","7,745","7,230","14,516"
,ÇXåé,Sep,"42,879","31,252","11,627","360,466","347,336","13,130","24,757","19,316","18,555",761,"25,518","319,469","313,840","5,629","85,057","60,859","24,198","29,827","163,119","209,776","-46,657","-16,830","-5,071","42,348"
,10åé,Oct,"42,380","33,054","9,326","340,610","337,702","2,908","12,234","11,170","11,087",83,"12,317","425,764","419,643","6,120","73,119","60,840","12,280","18,400","182,041","159,322","22,719","41,119","-6,166","-28,802"
,11åé,Nov,"38,806","38,845",-38,"241,535","228,075","13,459","13,421","9,433","8,377","1,055","14,476","430,042","403,571","26,471","68,807","55,914","12,893","39,364","161,583","151,400","10,184","49,548","-25,943","-35,071"
,12åé,Dec,"41,457","30,975","10,482","255,537","284,564","-29,027","-18,545","10,259","10,186",73,"-18,471","380,972","379,194","1,778","82,897","77,763","5,134","6,912","143,899","163,536","-19,637","-12,724","-25,457","-5,747"
2015,ÇPåé,Jan,"42,520","26,331","16,189","343,376","335,135","8,241","24,430","19,340","14,499","4,842","29,271","364,731","373,702","-8,970","63,981","64,641",-660,"-9,631","164,333","138,063","26,270","16,640","34,061","12,632"
(ïΩê¨27îN),ÇQåé,Feb,"44,877","31,036","13,842","291,296","278,232","13,064","26,906","11,583","11,735",-152,"26,754","402,256","399,491","2,766","62,684","52,122","10,562","13,328","161,150","151,156","9,994","23,322","13,578","3,432"
,ÇRåé,Mar,"52,057","34,484","17,572","345,572","320,025","25,546","43,119","14,404","14,110",294,"43,413","481,441","473,221","8,220","82,451","78,012","4,440","12,659","206,880","206,814",66,"12,725","30,459","30,687"
,ÇSåé,Apr,"43,762","33,246","10,517","294,750","323,377","-28,628","-18,111","14,483","11,345","3,139","-14,972","453,307","427,771","25,536","63,908","55,296","8,612","34,148","148,338","133,461","14,876","49,025","-52,259","-63,997"
,ÇTåé,May,"37,797","31,508","6,290","270,751","246,395","24,355","30,645","12,015","10,157","1,858","32,503","408,376","393,754","14,622","63,134","68,059","-4,925","9,697","166,035","143,358","22,677","32,374","20,948",129
,ÇUåé,Jun,"43,936","33,518","10,418","248,109","289,002","-40,893","-30,475","9,957","10,251",-294,"-30,768","463,164","465,923","-2,759","70,422","81,099","-10,677","-13,435","201,197","246,723","-45,526","-58,961","-17,039","28,193"
,ÇVåé,Jul,"44,641","32,619","12,022","283,008","263,328","19,679","31,701","8,109","8,097",12,"31,713","467,516","470,795","-3,279","67,523","49,468","18,054","14,775","171,095","145,283","25,812","40,587","16,926","-8,874"
,ÇWåé,Aug,"46,154","33,538","12,616","294,299","280,221","14,078","26,694","12,104","9,754","2,350","29,044","521,326","535,529","-14,203","62,544","40,933","21,611","7,407","168,897","186,470","-17,573","-10,166","19,287","39,211"
,ÇXåé,Sep,"41,748","24,183","17,565","303,951","271,641","32,310","49,875","18,034","18,349",-315,"49,560","439,756","470,635","-30,878","68,964","70,460","-1,496","-32,374","179,764","168,357","11,407","-20,967","82,250","70,528"
,10åé,Oct,"39,244","29,313","9,932","322,664","298,989","23,675","33,607","11,428","13,158","-1,730","31,877","438,725","427,951","10,775","69,789","43,974","25,815","36,590","195,320","153,282","42,038","78,628","-2,983","-46,751"
,11åé,Nov,"35,602","30,539","5,063","272,293","252,003","20,290","25,354","17,603","18,463",-859,"24,494","389,959","384,532","5,427","67,442","54,049","13,393","18,820","181,667","190,495","-8,828","9,992","6,533","14,502"
,12åé,Dec,"37,920","35,436","2,484","256,387","250,165","6,222","8,706","17,604","16,759",845,"9,550","400,551","405,200","-4,649","59,584","69,055","-9,471","-14,119","189,430","172,495","16,936","2,817","22,825","6,734"
2016,ÇPåé,Jan,"37,611","27,748","9,862","358,110","354,649","3,461","13,324","24,608","21,475","3,133","16,457","459,509","476,112","-16,604","79,105","71,561","7,544","-9,059","161,282","147,942","13,339","4,280","22,383","12,177"
(ïΩê¨28îN),ÇQåé,Feb,"45,010","32,684","12,326","341,907","306,300","35,607","47,933","22,362","21,182","1,179","49,112","508,278","536,404","-28,126","103,557","86,957","16,600","-11,526","172,418","203,792","-31,375","-42,901","59,459","92,013"
,ÇRåé,Mar,"40,962","35,110","5,852","329,434","277,337","52,098","57,949","22,077","25,368","-3,291","54,658","434,805","454,974","-20,169","97,631","114,188","-16,557","-36,726","206,352","205,146","1,206","-35,519","94,675","90,177"
,ÇSåé,Apr,"32,490","42,772","-10,282","303,378","297,175","6,204","-4,078","19,851","21,778","-1,927","-6,006","430,762","419,743","11,019","87,664","59,901","27,764","38,783","159,974","153,803","6,172","44,955","-42,861","-50,960"
,ÇTåé,May,"42,018","38,978","3,040","281,850","266,664","15,186","18,226","22,852","20,395","2,457","20,683","362,337","365,630","-3,293","52,452","41,772","10,680","7,387","163,492","209,391","-45,899","-38,512","10,839","59,195"
,ÇUåé,Jun,"38,047","32,968","5,078","315,478","296,026","19,452","24,530","23,777","26,586","-2,809","21,722","422,913","427,254","-4,342","84,125","94,098","-9,973","-14,315","199,420","190,546","8,875","-5,440","38,845","27,161"
,ÇVåé,Jul,"38,065","28,903","9,162","326,384","271,891","54,494","63,656","15,607","16,245",-638,"63,018","397,397","399,642","-2,244","71,428","60,010","11,419","9,174","150,834","127,125","23,709","32,883","54,481","30,135"
,ÇWåé,Aug,"39,899","29,949","9,949","315,694","292,831","22,863","32,813","12,576","15,710","-3,134","29,679","373,118","378,403","-5,285","75,882","64,603","11,279","5,994","165,972","202,264","-36,291","-30,298","26,819","59,976"
,ÇXåé,Sep,"35,316","32,977","2,339","303,719","299,261","4,457","6,797","20,289","19,168","1,121","7,917","339,977","353,417","-13,440","103,289","110,528","-7,239","-20,679","207,930","185,550","22,380","1,700","27,476","6,217"
,10åé,Oct,"34,911","30,587","4,324","294,837","281,378","13,459","17,782","15,288","17,453","-2,166","15,617","333,311","325,484","7,826","59,870","62,949","-3,079","4,748","151,559","168,361","-16,802","-12,055","13,035","27,671"
,11åé,Nov,"49,524","36,731","12,793","338,878","338,039",839,"13,632","10,329","11,076",-747,"12,885","448,023","435,920","12,103","69,878","73,321","-3,443","8,660","180,394","154,186","26,207","34,868","4,972","-21,982"
,12åé,Dec,"39,069","41,802","-2,733","245,875","264,446","-18,571","-21,304","9,067","10,415","-1,348","-22,652","444,667","438,770","5,896","80,169","81,401","-1,232","4,664","189,113","168,794","20,319","24,984","-25,968","-47,636"
2017,ÇPåé,Jan,"34,306","29,112","5,195","268,282","284,491","-16,210","-11,015","12,867","11,941",926,"-10,089","373,269","374,460","-1,192","78,844","62,003","16,841","15,649","164,044","139,503","24,541","40,191","-26,664","-50,279"
(ïΩê¨29îN),ÇQåé,Feb,"42,173","38,035","4,138","268,237","278,909","-10,673","-6,535","16,822","16,675",147,"-6,388","385,627","387,948","-2,321","68,691","64,335","4,357","2,035","169,562","165,383","4,179","6,215","-8,570","-12,602"
,ÇRåé,Mar,"49,743","56,650","-6,907","347,180","346,789",390,"-6,517","41,444","40,398","1,046","-5,471","421,281","438,153","-16,872","75,967","89,995","-14,028","-30,900","175,234","192,936","-17,702","-48,602","24,384","43,132"
,ÇSåé,Apr,"42,210","36,269","5,941","267,058","309,617","-42,559","-36,617","38,802","36,323","2,479","-34,139","407,295","392,249","15,046","71,115","60,548","10,567","25,613","192,369","178,873","13,496","39,110","-62,231","-73,249"
,ÇTåé,May,"50,852","38,694","12,158","272,646","241,571","31,074","43,233","48,558","50,195","-1,637","41,595","424,337","417,457","6,880","61,540","45,103","16,437","23,317","168,300","198,104","-29,804","-6,487","19,916","48,083"
,ÇUåé,Jun,"52,178","40,800","11,377","308,892","294,556","14,336","25,714","47,297","47,988",-691,"25,023","463,757","463,071",686,"61,157","75,815","-14,658","-13,972","175,662","160,839","14,822",850,"39,686","24,173"
,ÇVåé,Jul,"46,155","34,519","11,635","266,830","222,200","44,630","56,265","50,080","47,564","2,516","58,781","381,868","375,955","5,913","55,325","53,478","1,847","7,760","156,321","182,778","-26,457","-18,698","48,505","77,479"
,ÇWåé,Aug,"46,173","35,594","10,579","221,447","213,995","7,453","18,032","51,823","49,592","2,230","20,262","394,205","405,004","-10,800","67,803","44,532","23,271","12,472","195,556","170,418","25,137","37,609","5,560","-17,347"
,ÇXåé,Sep,"47,972","37,733","10,239","265,376","266,175",-799,"9,440","53,773","53,832",-59,"9,382","416,602","432,390","-15,788","76,064","79,800","-3,735","-19,524","166,260","161,658","4,602","-14,922","28,964","24,303"
,10åé,Oct,"47,850","37,827","10,023","229,174","243,509","-14,334","-4,311","44,764","43,797",968,"-3,344","498,038","463,750","34,288","48,247","48,545",-298,"33,990","173,362","192,054","-18,692","15,298","-38,301","-18,642"
,11åé,Nov,"52,417","37,990","14,427","236,441","237,250",-810,"13,617","53,384","53,415",-31,"13,586","554,808","559,034","-4,226","73,831","68,279","5,552","1,325","176,784","156,929","19,855","21,180","12,292","-7,594"
,12åé,Dec,"43,431","31,889","11,542","168,155","169,438","-1,283","10,259","41,872","43,128","-1,257","9,003","446,657","452,755","-6,098","64,846","68,858","-4,012","-10,110","169,448","144,611","24,837","14,727","20,369","-5,724"
2018,ÇPåé,Jan,"52,845","40,208","12,637","292,372","278,485","13,887","26,524","51,301","49,700","1,600","28,125","492,258","485,576","6,682","59,646","69,495","-9,849","-3,167","159,832","171,606","-11,774","-14,942","29,691","43,066"
(ïΩê¨30îN),ÇQåé,Feb,"53,435","54,890","-1,455","263,264","290,595","-27,331","-28,786","52,353","49,206","3,147","-25,639","553,973","557,105","-3,131","61,559","62,177",-618,"-3,749","165,527","170,744","-5,217","-8,966","-25,037","-16,673"
,ÇRåé,Mar,"46,531","53,226","-6,695","290,497","274,471","16,027","9,331","64,028","60,325","3,703","13,034","514,995","555,411","-40,416","74,103","86,808","-12,705","-53,121","204,318","196,103","8,215","-44,906","62,453","57,940"
,ÇSåé,Apr,"49,782","40,431","9,351","260,522","244,395","16,127","25,478","62,681","60,365","2,316","27,794","450,621","436,597","14,025","68,892","54,211","14,681","28,706","197,794","180,969","16,826","45,532","-3,228","-17,738"
,ÇTåé,May,"54,829","45,173","9,657","269,703","280,935","-11,232","-1,575","56,758","57,507",-749,"-2,324","463,821","469,980","-6,159","55,784","52,442","3,342","-2,817","172,411","188,794","-16,384","-19,201","1,242","16,877"
,ÇUåé,Jun,"60,237","44,696","15,541","270,262","259,671","10,591","26,132","51,407","52,687","-1,279","24,853","454,232","464,263","-10,030","65,958","61,512","4,446","-5,585","218,941","175,094","43,847","38,263","31,717","-13,410"
,ÇVåé,Jul,"51,014","38,774","12,240","278,796","265,945","12,852","25,092","44,674","46,094","-1,420","23,672","440,931","434,551","6,380","78,240","68,837","9,403","15,783","193,788","224,000","-30,211","-14,429","9,309","38,101"
,ÇWåé,Aug,"51,945","42,811","9,135","290,110","289,839",270,"9,405","69,053","70,504","-1,451","7,954","450,028","459,071","-9,044","66,534","75,279","-8,746","-17,789","214,193","178,513","35,679","17,890","27,194","-9,936"
,ÇXåé,Sep,"49,095","38,988","10,108","305,554","260,367","45,188","55,295","61,194","62,863","-1,668","53,627","435,237","457,593","-22,356","62,613","81,522","-18,909","-41,265","198,101","176,986","21,115","-20,150","96,560","73,777"
,10åé,Oct,"59,419","51,163","8,256","376,522","383,576","-7,053","1,202","44,872","44,203",669,"1,871","604,227","588,569","15,659","79,742","72,719","7,023","22,682","211,626","231,524","-19,898","2,784","-21,479",-912
,11åé,Nov,"45,127","42,558","2,569","399,472","378,193","21,279","23,849","42,036","41,403",633,"24,482","501,744","502,999","-1,255","75,655","56,245","19,409","18,154","247,021","206,849","40,172","58,326","5,694","-33,845"
,12åé,Dec,"40,114","42,717","-2,603","280,099","274,481","5,618","3,015","36,495","36,811",-316,"2,699","455,318","465,567","-10,249","92,544","76,083","16,460","6,211","149,349","146,430","2,919","9,130","-3,196","-6,431"
2019,ÇPåé,Jan,"33,898","44,602","-10,703","402,868","380,633","22,235","11,531","41,147","38,490","2,657","14,188","398,780","405,109","-6,329","93,566","72,417","21,148","14,819","183,204","205,355","-22,151","-7,331","-3,288","21,519"
(ïΩê¨31îN),ÇQåé,Feb,"38,171","41,549","-3,378","323,798","292,444","31,354","27,976","21,056","24,422","-3,366","24,610","383,354","387,573","-4,219","91,600","69,971","21,630","17,411","200,034","195,291","4,742","22,153","10,566","2,458"
,ÇRåé,Mar,"55,980","45,466","10,514","535,771","507,804","27,967","38,481","21,330","21,770",-439,"38,042","404,974","440,565","-35,591","113,514","102,088","11,426","-24,165","188,123","187,859",264,"-23,900","62,646","61,942"
,ÇSåé,Apr,"40,648","46,707","-6,060","467,058","472,658","-5,601","-11,660","20,202","19,874",328,"-11,332","427,209","386,625","40,584","104,046","91,345","12,701","53,285","188,829","202,367","-13,539","39,747","-64,946","-51,079"
(óﬂòaå≥îN),ÇTåé,May,"48,775","41,833","6,942","477,059","460,179","16,880","23,822","20,372","20,021",351,"24,172","423,626","425,538","-1,912","80,297","64,073","16,224","14,312","221,540","191,843","29,697","44,008","9,510","-19,836"
,ÇUåé,Jun,"49,917","43,593","6,324","492,998","462,212","30,786","37,111","26,446","28,226","-1,780","35,331","349,374","354,346","-4,972","84,408","88,735","-4,327","-9,300","180,559","204,815","-24,257","-33,556","46,410","68,888"
,ÇVåé,Jul,"44,072","42,868","1,204","505,199","482,498","22,700","23,904","34,614","35,085",-471,"23,433","363,206","363,543",-337,"94,484","73,529","20,956","20,618","197,056","227,279","-30,223","-9,605","3,286","33,039"
,ÇWåé,Aug,"46,490","42,247","4,244","478,869","464,898","13,972","18,215","32,066","32,107",-41,"18,174","377,201","386,324","-9,123","82,200","76,639","5,561","-3,561","235,667","197,039","38,628","35,066","21,777","-16,892"
,ÇXåé,Sep,"46,798","43,720","3,078","482,171","464,356","17,816","20,894","32,361","33,213",-852,"20,042","402,327","427,116","-24,789","88,749","96,851","-8,102","-32,891","183,962","227,176","-43,214","-76,105","53,785","96,147"
,10åé,Oct,"48,916","43,116","5,801","404,942","398,815","6,127","11,928","23,879","25,746","-1,866","10,061","446,702","416,282","30,420","86,789","79,732","7,057","37,477","212,504","207,721","4,783","42,260","-25,549","-32,198"
,11åé,Nov,"55,708","51,839","3,869","364,268","361,477","2,791","6,660","22,930","22,602",328,"6,988","421,093","408,240","12,853","80,980","78,569","2,411","15,264","215,900","197,344","18,556","33,820","-8,604","-26,832"
,12åé,Dec,"46,901","42,541","4,360","332,072","340,528","-8,455","-4,096","20,987","22,154","-1,167","-5,263","378,269","378,496",-227,"80,743","87,542","-6,799","-7,026","158,274","172,394","-14,120","-21,146","2,930","15,883"
2020,ÇPåé,Jan,"50,284","45,234","5,050","415,858","397,160","18,697","23,748","21,816","19,834","1,982","25,729","385,786","389,108","-3,323","84,552","73,100","11,452","8,129","244,186","199,527","44,660","52,788","15,619","-27,059"
(óﬂòa2îN),ÇQåé,Feb,"57,712","56,192","1,519","423,493","391,291","32,202","33,722","19,337","16,050","3,286","37,008","445,705","453,165","-7,460","98,884","69,231","29,653","22,193","188,326","199,763","-11,438","10,755","11,529","26,253"
,ÇRåé,Mar,"83,969","65,497","18,472","564,393","529,353","35,039","53,512","16,803","19,377","-2,574","50,938","735,521","783,941","-48,420","131,087","176,791","-45,705","-94,125","230,841","260,753","-29,912","-124,037","147,636","174,974"
,ÇSåé,Apr,"56,131","44,174","11,957","370,356","404,525","-34,168","-22,211","14,416","14,447",-30,"-22,241","496,068","495,510",558,"72,935","75,031","-2,096","-1,538","223,071","225,676","-2,605","-4,143","-20,673","-18,098"
,ÇTåé,May,"63,496","50,965","12,531","316,224","327,272","-11,048","1,484","13,766","10,338","3,428","4,911","428,940","434,034","-5,094","61,024","55,570","5,453",359,"248,794","203,783","45,011","45,370","1,124","-40,459"
,ÇUåé,Jun,"67,044","70,923","-3,880","474,545","432,104","42,441","38,562","25,200","24,612",587,"39,149","528,585","540,471","-11,886","76,293","101,213","-24,920","-36,806","259,827","229,906","29,922","-6,884","75,368","46,033"
,ÇVåé,Jul,"73,380","112,977","-39,597","394,686","377,357","17,328","-22,269","21,240","20,678",562,"-21,707","419,407","424,290","-4,883","94,841","89,709","5,132",249,"297,981","235,568","62,414","62,663","-22,518","-84,369"
,ÇWåé,Aug,"59,019","57,763","1,256","334,206","314,370","19,836","21,093","17,879","15,821","2,058","23,151","411,534","412,542","-1,008","81,626","95,324","-13,698","-14,706","242,707","261,034","-18,326","-33,032","35,798","56,183"
,ÇXåé,Sep,"56,183","65,430","-9,247","376,903","370,808","6,094","-3,153","21,697","21,012",686,"-2,467","433,489","459,729","-26,240","93,161","91,836","1,325","-24,915","255,964","270,925","-14,962","-39,876","21,762","37,409"
,10åé,Oct,"58,096","52,184","5,913","495,267","481,582","13,685","19,598","25,564","26,108",-544,"19,054","431,563","414,661","16,901","89,980","75,691","14,289","31,190","304,642","227,510","77,132","108,322","-11,592","-89,268"
,11åé,Nov,"65,482","91,564","-26,082","421,677","371,586","50,090","24,008","22,803","22,405",397,"24,406","529,527","529,796",-269,"77,959","65,998","11,961","11,692","221,683","262,617","-40,934","-29,242","12,317","53,648"
,12åé,Dec,"63,332","80,820","-17,488","335,101","318,219","16,882",-606,"24,784","24,417",367,-239,"466,204","467,757","-1,553","81,527","99,980","-18,453","-20,006","253,960","178,538","75,423","55,417","19,399","-55,656"
2021,ÇPåé,Jan,"61,573","67,430","-5,857","436,135","411,255","24,879","19,022","22,888","21,655","1,233","20,255","479,718","472,597","7,121","108,808","103,941","4,867","11,988","336,540","265,297","71,243","83,231","7,034","-62,976"
(óﬂòa3îN),ÇQåé,Feb,"59,891","73,587","-13,696","438,250","459,231","-20,981","-34,677","22,433","20,247","2,186","-32,491","476,882","472,459","4,423","91,087","102,294","-11,207","-6,783","240,399","244,186","-3,787","-10,571","-27,894","-21,921"
,ÇRåé,Mar,"77,704","82,363","-4,660","499,156","491,234","7,922","3,262","34,902","38,410","-3,509",-247,"642,175","648,658","-6,483","117,766","133,477","-15,710","-22,194","273,865","332,506","-58,641","-80,835","25,455","80,588"
,ÇSåé,Apr,"56,403","84,390","-27,988","422,064","407,592","14,473","-13,515","20,238","19,370",868,"-12,647","483,113","463,284","19,829","104,803","92,101","12,702","32,530","238,836","287,179","-48,343","-15,813","-46,045","3,165"
,ÇTåé,May,"55,634","51,822","3,812","388,032","399,727","-11,695","-7,883","25,380","25,459",-79,"-7,962","477,090","483,230","-6,140","89,707","72,057","17,651","11,510","249,100","257,409","-8,309","3,201","-19,394","-11,164"
,ÇUåé,Jun,"56,873","60,355","-3,482","417,052","409,045","8,006","4,524","19,413","19,369",44,"4,568","501,660","505,556","-3,896","123,412","102,136","21,276","17,380","282,794","257,936","24,858","42,238","-12,856","-37,670"
,ÇVåé,Jul,"57,641","59,570","-1,929","400,238","411,914","-11,676","-13,605","20,103","20,752",-649,"-14,254","437,739","435,929","1,810","122,147","85,194","36,953","38,763","285,018","267,843","17,175","55,939","-52,368","-70,193"
,ÇWåé,Aug,"63,494","56,433","7,061","347,830","356,701","-8,871","-1,810","22,419","20,076","2,343",533,"460,491","460,981",-490,"96,477","73,546","22,931","22,441","244,401","288,533","-44,132","-21,690","-24,252","22,223"
,ÇXåé,Sep,"70,015","68,067","1,948","468,112","421,772","46,341","48,288","22,287","24,345","-2,058","46,230","621,231","634,044","-12,813","96,580","110,036","-13,456","-26,269","242,879","243,567",-687,"-26,956","74,558","73,187"
,10åé,Oct,"60,096","59,281",814,"367,137","362,791","4,346","5,160","26,388","27,526","-1,138","4,022","620,734","595,164","25,570","100,625","112,493","-11,869","13,702","267,624","214,959","52,664","66,366","-8,541","-62,343"
,11åé,Nov,"77,365","83,501","-6,136","379,181","381,839","-2,658","-8,794","23,800","26,384","-2,584","-11,378","553,741","554,772","-1,031","115,187","85,166","30,021","28,991","271,897","244,491","27,406","56,397","-37,785","-67,775"
,12åé,Dec,"76,031","61,430","14,601","298,741","322,550","-23,809","-9,208","15,216","17,626","-2,410","-11,617","512,795","526,037","-13,242","124,342","94,274","30,068","16,826","176,311","191,318","-15,007","1,819","-26,034","-13,437"
2022,ÇPåé,Jan,"81,410","86,553","-5,143","401,201","391,528","9,673","4,530","26,471","26,823",-352,"4,178","567,005","561,221","5,784","117,918","124,150","-6,233",-449,"257,223","271,040","-13,816","-14,265","4,979","18,443"
(óﬂòa4îN),ÇQåé,Feb,"65,814","62,596","3,219","359,327","386,081","-26,754","-23,536","18,250","23,496","-5,246","-28,782","527,017","535,738","-8,721","116,128","113,840","2,288","-6,433","209,158","202,956","6,202",-231,"-17,103","-28,551"
